split,group,source_path,image_path,label_path,objects
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1158.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1158.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1158.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1159.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1159.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1159.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_117.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_117.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_117.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1182.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1182.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1182.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_119.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_119.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_119.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_120.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_120.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_120.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1207.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1207.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1207.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1219.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1219.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1219.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1228.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1228.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1228.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1230.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1230.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1230.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1231.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1231.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1231.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1233.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1233.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1233.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1242.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1242.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1242.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1245.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1245.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1245.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_125.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_125.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_125.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1252.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1252.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1252.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_126.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_126.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_126.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1262.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1262.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1262.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1264.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1264.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1264.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1271.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1271.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1271.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1274.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1274.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1274.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1282.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1282.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1282.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1284.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1284.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1284.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1291.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1291.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1291.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1295.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1295.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1295.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1303.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1303.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1303.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1304.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1304.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1304.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1324.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1324.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1324.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1327.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1327.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1327.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1335.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1335.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1335.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_134.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_134.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_134.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1370.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1370.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1370.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1371.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1371.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1371.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1386.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1386.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1386.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1391.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1391.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1391.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1395.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1395.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1395.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_14.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_14.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_14.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1403.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1403.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1403.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1411.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1411.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1411.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1415.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1415.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1415.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1416.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1416.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1416.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1418.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1418.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1418.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1429.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1429.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1429.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1441.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1441.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1441.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1442.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1442.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1442.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1447.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1447.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1447.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1450.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1450.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1450.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_146.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_146.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_146.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1461.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1461.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1461.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1465.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1465.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1465.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1468.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1468.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1468.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_147.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_147.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_147.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1476.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1476.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1476.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1477.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1477.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1477.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1491.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1491.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1491.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1511.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1511.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1511.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1517.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1517.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1517.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1519.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1519.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1519.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_152.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_152.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_152.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1533.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1533.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1533.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1539.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1539.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1539.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1541.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1541.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1541.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1542.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1542.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1542.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1544.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1544.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1544.txt,0
test,negative_in_domain,/home/jovyan/ver_2/data/negative_in_domain/negative_in_domain_1547.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/images/test/negative_in_domain__negative_in_domain_1547.jpg,/home/jovyan/ver_2/results/baselines/yolo_dataset/labels/test/negative_in_domain__negative_in_domain_1547.txt,0
